x,y,coordIdx,temp_time,ts,time,id,posID,X_raw,Y_raw,NBS,VARX,VARY,COVXY,SD,tide_number,tidaltime,waterlevel,resTime,fpt,revisits
643555.56761898,5906133.27091588,11,2018-08-12T23:50:00Z,2018-08-12T23:50:31.421300Z,1534117830,413,3327.5,643555.56761898,5906133.27091588,7,3.451873,2.957637,2.170374,3.25810583256638,5,210.52368833224,-23,0.198017191886902,0.198017191886902,1
643331.817692443,5906077.57826618,12,2018-08-12T23:50:00Z,2018-08-12T23:51:01.419900Z,1534117860,413,3337.5,643331.817692443,5906077.57826618,8.2,2.8195126,2.5002252,1.7764516,2.88122136527754,5,211.023664999008,-23,0.222575652599335,0.222575652599335,1
643139.113606883,5906181.59991684,13,2018-08-12T23:50:00Z,2018-08-12T23:51:31.418600Z,1534117890,413,3347.5,643139.113606883,5906181.59991684,11,0.7626777,0.749455,0.401683,1.51849915075995,5,211.523643334707,-23,0.205924272537231,0.205924272537231,1
643019.322612254,5906292.80477707,14,2018-08-12T23:50:00Z,2018-08-12T23:51:49.418Z,1534117920,413,3353.5,643019.322612254,5906292.80477707,10,1.267242,1.56399,0.517294,1.95216022515189,5,211.823633333047,-23,38.8663711190224,19.8162916223208,2
642971.177947655,5906349.93766965,15,2018-08-13T00:20:00Z,2018-08-13T00:21:17.839Z,1534119690,413,3356,642971.177947655,5906349.93766965,3,94.3237,16.8442,-25.9826,7.69432908056316,5,241.297316666444,-43,27.5689841151238,27.5689841151238,1
643017.900185096,5906323.79562348,16,2018-08-13T00:30:00Z,2018-08-13T00:29:41.816Z,1534120170,413,3357,643017.900185096,5906323.79562348,3,117.454,45.6331,-43.9896,8.66648140827637,5,249.696933333079,-49,53.783202222983,28.0163525064786,3
643074.513037011,5906321.94135627,17,2018-08-13T00:50:00Z,2018-08-13T00:49:59.760Z,1534121400,413,3358,643074.513037011,5906321.94135627,3,117.2,37.5619,-41.7522,8.4414157580349,5,269.995999999841,-61,29.8898756305377,29.8898756305377,1
643067.448197857,5906317.17219771,18,2018-08-13T00:50:00Z,2018-08-13T00:50:38.758500Z,1534121430,413,3359.5,643067.448197857,5906317.17219771,3,111.6183,32.5176,-36.0954,8.47874034326598,5,270.645975001653,-61,31.8795702775319,31.8795702775319,1
643126.697385311,5906268.93644499,19,2018-08-13T01:10:00Z,2018-08-13T01:07:20.712Z,1534122450,413,3361,643126.697385311,5906268.93644499,3,132.927,58.3276,-14.3567,12.7491646785191,5,287.34519999822,-73,23.8212855935097,15.8655386130015,2
643173.173968436,5906225.22541638,20,2018-08-13T01:10:00Z,2018-08-13T01:13:38.695Z,1534122810,413,3362,643173.173968436,5906225.22541638,3,87.8283,117.41,1.21446,14.4106634129037,5,293.644916665554,-73,29.7707315246264,29.7707315246264,1
643144.964168798,5906243.32679196,21,2018-08-13T01:10:00Z,2018-08-13T01:14:11.693Z,1534122840,413,3363,643144.964168798,5906243.32679196,3,135.733,197.323,7.28355,18.6446533891086,5,294.194883334637,-73,26.4758471608162,26.4758471608162,1
643154.706785156,5906242.96756558,22,2018-08-13T01:20:00Z,2018-08-13T01:15:23.690Z,1534122930,413,3364,643154.706785156,5906242.96756558,3,115.058,87.7947,19.3204,15.5400611324409,5,295.394833334287,-80,27.0723787784576,27.0723787784576,1
643147.04536149,5906243.7374112,23,2018-08-13T01:20:00Z,2018-08-13T01:16:26.687Z,1534122990,413,3365,643147.04536149,5906243.7374112,3,129.703,74.2741,-6.5979,13.8123604065344,5,296.444783333937,-80,26.6383275270462,26.6383275270462,1
643147.776967714,5906244.42589233,24,2018-08-13T01:20:00Z,2018-08-13T01:17:07.185Z,1534123020,413,3366.5,643147.776967714,5906244.42589233,3,130.5805,68.3305,-18.997,12.683307588428,5,297.119749999046,-80,26.6975675821304,26.6975675821304,1
643202.415524657,5906207.84049915,25,2018-08-13T01:30:00Z,2018-08-13T01:34:14.638Z,1534124040,413,3368,643202.415524657,5906207.84049915,3,128.475,75.8549,-5.24754,13.9224573980314,5,314.243966666857,-88,51.2641023119291,1.86607966820399,2
643236.875347524,5906192.88867681,26,2018-08-13T01:40:00Z,2018-08-13T01:44:08.611Z,1534124640,413,3369,643236.875347524,5906192.88867681,3,120.297,76.3719,-4.47174,13.7012926397475,5,324.143516667684,-95,89.9989891529083,89.9989891529083,1
643253.072711242,5906196.20970202,27,2018-08-13T02:10:00Z,2018-08-13T02:14:38.527Z,1534126470,413,3370,643253.072711242,5906196.20970202,3,106.027,87.3169,0.67068,13.952965992935,5,354.64211666584,-115,92.8324931740761,92.8324931740761,1
643256.533278074,5906192.80067961,28,2018-08-13T02:30:00Z,2018-08-13T02:26:03.995500Z,1534127160,413,3371.5,643256.533278074,5906192.80067961,3,76.15835,47.92955,11.51215,12.1271044791279,5,366.066591668129,-120,92.2076585650444,92.2076585650444,1
643253.577005341,5906189.9818434,29,2018-08-13T02:30:00Z,2018-08-13T02:26:21.994750Z,1534127190,413,3374.5,643253.577005341,5906189.9818434,3,128.9129,94.2498,13.6830325,15.7748414892328,5,366.366579167048,-120,92.7460326313972,92.7460326313972,1
643252.114239917,5906181.63791416,30,2018-08-13T02:30:00Z,2018-08-13T02:26:59.493Z,1534127220,413,3377.5,643252.114239917,5906181.63791416,3,122.254,75.01035,-11.83115,13.1501326571021,5,366.991550000509,-120,92.2489146709442,92.2489146709442,1
643259.650503793,5906191.2801276,31,2018-08-13T02:30:00Z,2018-08-13T02:27:23.492Z,1534127250,413,3379,643259.650503793,5906191.2801276,3,138.247,82.7162,-19.9058,13.4592570374445,5,367.39153333505,-120,91.3223404010137,91.3223404010137,1
643249.706934072,5906178.41704102,32,2018-08-13T02:40:00Z,2018-08-13T02:37:41.463Z,1534127850,413,3380,643249.706934072,5906178.41704102,3,69.1523,41.5151,-7.78985,9.7512922220596,5,377.691050000986,-118,92.3636334021886,92.3636334021886,1
643234.918417488,5906160.11919622,33,2018-08-13T02:40:00Z,2018-08-13T02:38:23.462Z,1534127910,413,3381,643234.918417488,5906160.11919622,3,53.9213,55.289,17.9137,12.0431598843493,5,378.391033331553,-118,91.3455412348111,91.3455412348111,1
643282.028168092,5906154.85865968,34,2018-08-13T03:10:00Z,2018-08-13T03:08:03.879750Z,1534129680,413,3383.5,643282.028168092,5906154.85865968,3,109.8108,101.54255,-4.145245,14.0383942146978,5,408.064662500223,-94,52.5820725599925,52.5820725599925,1
646413.768541264,5904634.37165483,35,2018-08-13T03:30:00Z,2018-08-13T03:29:38.321Z,1534130970,413,3386,646413.768541264,5904634.37165483,3,7074.85,9500.09,-7947.17,26.0883115590105,5,429.638683334986,-68,0.504512910048167,0.504512910048167,1
646254.399082601,5904819.13776298,36,2018-08-13T03:30:00Z,2018-08-13T03:30:35.318Z,1534131030,413,3387,646254.399082601,5904819.13776298,3,6085.18,7908.47,-6892.05,14.4758419444259,5,430.588633334637,-68,0.632715360323588,0.632715360323588,1
646320.50000509,5904736.81487565,37,2018-08-13T03:30:00Z,2018-08-13T03:31:30.816Z,1534131090,413,3388.5,646320.50000509,5904736.81487565,3,5762.72,7752.515,-6618.25,16.6490551436733,5,431.513599999746,-68,1.88077563047409,1.88077563047409,1
646225.025298396,5904878.28932675,38,2018-08-13T03:40:00Z,2018-08-13T03:36:26.302Z,1534131390,413,3390,646225.025298396,5904878.28932675,3,4879.16,6159.65,-5402.36,15.3,5,436.43836666743,-54,3.14692053794861,2.68841973543167,2
646336.47616615,5904806.72380813,39,2018-08-13T03:40:00Z,2018-08-13T03:39:44.293Z,1534131570,413,3391,646336.47616615,5904806.72380813,3,7840.97,10674.1,-8956.33,24.5440420469001,5,439.738216666381,-54,1.82398453553518,1.31043078104655,2
646213.214099625,5904899.8472708,40,2018-08-13T03:40:00Z,2018-08-13T03:39:56.293Z,1534131600,413,3392,646213.214099625,5904899.8472708,3,14213.7,17994,-15525.1,34.022051672408,5,439.938216666381,-54,1.79147300322851,1.40792729457219,3
646386.427795364,5904735.52568843,41,2018-08-13T03:40:00Z,2018-08-13T03:41:08.290Z,1534131660,413,3394,646386.427795364,5904735.52568843,3,4126.83,5712.99,-4813.89,14.5615933194139,5,441.138166666031,-54,6.44561192591985,5.00330988963445,4
646377.976856852,5904745.94008456,42,2018-08-13T03:40:00Z,2018-08-13T03:41:33.788500Z,1534131690,413,3395.5,646377.976856852,5904745.94008456,3.5,2815.21655,3968.31195,-3274.42425,14.6801562084315,5,441.563141667843,-54,6.83989959557851,5.34689486424128,4
646369.63583188,5904752.20704892,43,2018-08-13T03:50:00Z,2018-08-13T03:45:20.278Z,1534131930,413,3397,646369.63583188,5904752.20704892,3,9106.22,12039,-10384.8,19.3809184508888,5,445.337966668606,-41,6.44778269131978,5.5985249042511,3
646270.149539023,5904933.27434045,44,2018-08-13T03:50:00Z,2018-08-13T03:49:35.267Z,1534132170,413,3398,646270.149539023,5904933.27434045,3,10752.9,14879.7,-12433,27.6875423250241,5,449.587783332666,-41,1.32814255555471,1.1247997601827,2
646400.845675554,5904739.55064115,45,2018-08-13T03:50:00Z,2018-08-13T03:50:02.266Z,1534132200,413,3400,646400.845675554,5904739.55064115,3,5867.39,7948.98,-6695.14,20.641947582532,5,450.037766667207,-41,6.26408360401789,4.79761706988017,4
646249.285877683,5904930.25866206,46,2018-08-13T03:50:00Z,2018-08-13T03:50:38.264Z,1534132230,413,3401,646249.285877683,5904930.25866206,3,10691.4,14581.7,-12224.1,28.7210724033765,5,450.637733332316,-41,1.19551386833191,0.152457058429718,3
646405.228950907,5904711.31382551,47,2018-08-13T03:50:00Z,2018-08-13T03:50:56.263Z,1534132260,413,3405,646405.228950907,5904711.31382551,3,9647.41,14247.5,-11492.2,30.1746582416437,5,450.937716666857,-41,4.02755261659622,2.73580605189006,4
646322.179493328,5904815.03776844,48,2018-08-13T03:50:00Z,2018-08-13T03:51:38.262Z,1534132290,413,3406,646322.179493328,5904815.03776844,3,4261.85,5590.91,-4764.74,17.9799888765261,5,451.637700001399,-41,2.13522700866063,1.74313932259878,2
646391.381464041,5904761.63187324,49,2018-08-13T03:50:00Z,2018-08-13T03:51:51.761Z,1534132320,413,3407.5,646391.381464041,5904761.63187324,3,2772.59,4059.915,-3301.605,14.5720882467063,5,451.862683331966,-41,6.28774820963542,5.35811992486318,3
646431.778697079,5904708.99539572,50,2018-08-13T03:50:00Z,2018-08-13T03:52:30.009500Z,1534132350,413,3410.5,646431.778697079,5904708.99539572,3,3000.135,4228.345,-3528.385,12.8422175924088,5,452.500158333778,-41,1.21965097983678,0.0289327541987101,3
646903.205728282,5904484.31781814,51,2018-08-13T04:00:00Z,2018-08-13T03:58:03.744Z,1534132680,413,3413.5,646903.205728282,5904484.31781814,3,839.3185,1580.995,-1144.3815,11.3083347083338,5,458.062399999301,-29,6.33153812090556,0.953126239776611,6
646859.89961433,5904551.87360123,52,2018-08-13T04:00:00Z,2018-08-13T03:58:44.243Z,1534132710,413,3415,646859.89961433,5904551.87360123,3,820.1,1166.34,-884.017,14.7785655596205,5,458.737383333842,-29,5.98784295320511,2.68333089351654,4
646866.568440103,5904529.11174252,53,2018-08-13T04:00:00Z,2018-08-13T03:59:28.383429Z,1534132770,413,3419,646866.568440103,5904529.11174252,3.28571428571429,1101.12814285714,2146.27571428571,-1506.91842857143,13.9842665985507,5,459.473057150841,-29,8.15883279641469,5.7092550555865,2
646849.340005803,5904558.04436018,54,2018-08-13T04:00:00Z,2018-08-13T04:00:08.239Z,1534132800,413,3423,646849.340005803,5904558.04436018,3,832.142,1574.74,-1114.67,13.324488733156,5,460.137316668034,-29,4.09376500447591,2.46055954694748,5
646859.863721668,5904542.81977161,55,2018-08-13T04:00:00Z,2018-08-13T04:00:30.237667Z,1534132830,413,3427.66666666667,646859.863721668,5904542.81977161,3,2278.36666666667,4531.08333333333,-3185.57,20.3706520809826,5,460.503961118062,-29,6.80684659481049,2.90573391517003,4
646886.730477452,5904507.6296914,56,2018-08-13T04:00:00Z,2018-08-13T04:01:01.236333Z,1534132860,413,3432.5,646886.730477452,5904507.6296914,3,1424.60733333333,2574.91833333333,-1840.80733333333,17.1229547105099,5,461.020605548223,-29,9.27101307710012,1.43692277669907,4
646902.001071964,5904494.30879689,57,2018-08-13T04:00:00Z,2018-08-13T04:01:30.435Z,1534132890,413,3438,646902.001071964,5904494.30879689,3,1940.796,3699.034,-2606.636,20.5750760676465,5,461.507249999046,-29,6.94974250396093,1.07734192609787,5
646872.584938272,5904552.70196192,58,2018-08-13T04:00:00Z,2018-08-13T04:02:12.733Z,1534132920,413,3441.5,646872.584938272,5904552.70196192,3,3023.555,5748.1,-4087.175,24.3987362686307,5,462.212216667334,-29,6.74938239653905,2.8219072898229,4
646888.22388602,5904511.14146575,59,2018-08-13T04:00:00Z,2018-08-13T04:02:28.732500Z,1534132950,413,3445.5,646888.22388602,5904511.14146575,3,1892.26533333333,4015.7965,-2702.668,20.8284670720949,5,462.478875001272,-29,9.40173900524775,2.62095255454381,2
646887.855682462,5904524.16306192,60,2018-08-13T04:00:00Z,2018-08-13T04:02:54.231Z,1534132980,413,3450,646887.855682462,5904524.16306192,3,1333.08566666667,2304.19833333333,-1662.874,16.7121289171328,5,462.90384999911,-29,9.41424705982208,2.80919122695923,3
646867.717235713,5904553.89937903,61,2018-08-13T04:00:00Z,2018-08-13T04:03:26.229667Z,1534133010,413,3453,646867.717235713,5904553.89937903,3,2074.17666666667,4051.41666666667,-2869.43333333333,19.2551919082571,5,463.437161115805,-29,6.34797999064128,2.71967099110285,4
646924.386787098,5904479.0275858,62,2018-08-13T04:00:00Z,2018-08-13T04:04:00.228Z,1534133040,413,3456.66666666667,646924.386787098,5904479.0275858,3,1293.26666666667,2356.74666666667,-1673.81666666667,17.3122811258546,5,464.00379999876,-29,3.82957010269165,0.570299744606018,6
646915.147845933,5904488.04944418,63,2018-08-13T04:00:00Z,2018-08-13T04:04:29.226750Z,1534133070,413,3460.5,646915.147845933,5904488.04944418,3,1448.2615,2853.50825,-2004.96075,16.4310848573588,5,464.487112498283,-29,5.89445955355962,0.807421310742696,6
646886.400526333,5904531.92839714,64,2018-08-13T04:00:00Z,2018-08-13T04:04:59.225400Z,1534133100,413,3465,646886.400526333,5904531.92839714,3,1644.708,3033.738,-2157.356,18.7742250405151,5,464.987089999517,-29,8.44421494801839,5.84585208098094,2
646889.495735812,5904514.04534091,65,2018-08-13T04:10:00Z,2018-08-13T04:05:24.724500Z,1534133130,413,3468.5,646889.495735812,5904514.04534091,3,1665.52,3208.49,-2234.265,20.0818554053973,5,465.412074999015,-19,9.44001846710841,2.63308646678925,2
646903.450793884,5904500.74821983,66,2018-08-13T04:10:00Z,2018-08-13T04:05:57.722500Z,1534133160,413,3470.5,646903.450793884,5904500.74821983,3,1091.4255,2128.84,-1475.53,16.3630402012732,5,465.962041668097,-19,7.3918878475825,1.10999492009481,5
646886.346358133,5904531.43784813,67,2018-08-13T04:10:00Z,2018-08-13T04:06:28.471500Z,1534133190,413,3473.5,646886.346358133,5904531.43784813,3,1603.06775,3358.565,-2279.5325,19.8042368153873,5,466.474524998665,-19,8.45450225273768,5.8519139846166,2
646901.369596696,5904514.68673261,68,2018-08-13T04:10:00Z,2018-08-13T04:07:02.719667Z,1534133220,413,3478.5,646901.369596696,5904514.68673261,3,1360.71383333333,2725.06016666667,-1887.84183333333,16.8174162647074,5,467.045327782631,-19,8.65902489423752,1.23259067138036,4
647099.715510269,5904398.53835971,69,2018-08-13T04:10:00Z,2018-08-13T04:07:34.218333Z,1534133250,413,3483,647099.715510269,5904398.53835971,3,1472.78666666667,3282.92666666667,-2125.92666666667,22.3403144900027,5,467.570305550098,-19,0.188008213043213,0.188008213043213,1
647345.68240279,5904250.48464635,70,2018-08-13T04:10:00Z,2018-08-13T04:07:59.645857Z,1534133280,413,3488,647345.68240279,5904250.48464635,3,597.782728571429,1442.18657142857,-864.331714285714,16.4601808290214,5,467.994097618262,-19,0.429093384742737,0.429093384742737,1
647411.979051188,5904223.16923681,71,2018-08-13T04:10:00Z,2018-08-13T04:08:30.216Z,1534133310,413,3493,647411.979051188,5904223.16923681,3,245.879066666667,648.607333333333,-375.209,11.0521903069521,5,468.503600001335,-19,11.8260852297147,6.79308982292811,2
647404.960201189,5904227.51589145,72,2018-08-13T04:10:00Z,2018-08-13T04:09:01.014400Z,1534133340,413,3497,647404.960201189,5904227.51589145,3,283.73246,788.031,-458.5164,11.8235945845951,5,469.016906666756,-19,11.7068951447805,6.79215367635091,2
647416.511251995,5904208.02480323,73,2018-08-13T04:10:00Z,2018-08-13T04:09:32.213Z,1534133370,413,3504,647416.511251995,5904208.02480323,3,307.176388888889,828.623022222222,-467.916455555556,12.8963269073742,5,469.536883334319,-19,11.9378740469615,11.9378740469615,1
647418.42293221,5904202.70463713,74,2018-08-13T04:10:00Z,2018-08-13T04:10:01.545Z,1534133400,413,3513,647418.42293221,5904202.70463713,3,401.02,1098.64266666667,-633.664555555556,14.9277907067321,5,470.025750001272,-19,11.9084963798523,11.9084963798523,1
647409.554143404,5904215.40468008,75,2018-08-13T04:10:00Z,2018-08-13T04:10:30.710400Z,1534133430,413,3522.5,647409.554143404,5904215.40468008,3,447.92867,1308.5037,-742.76427,15.9659690424088,5,470.511840001742,-19,11.9187762538592,6.82252404689789,2
647408.668473656,5904213.74997343,76,2018-08-13T04:10:00Z,2018-08-13T04:11:00.709Z,1534133460,413,3532.5,647408.668473656,5904213.74997343,3,454.38706,1323.6689,-746.71618,16.4270189585659,5,471.01181666851,-19,11.9312961181005,6.82726288239161,2
647410.786999492,5904217.36909679,77,2018-08-13T04:10:00Z,2018-08-13T04:11:28.082750Z,1534133490,413,3541.5,647410.786999492,5904217.36909679,3,442.05825,1292.19025,-734.27125,16.2390615494463,5,471.4680458347,-19,11.9031614581744,6.81542654037476,2
647405.12381601,5904222.87237156,78,2018-08-13T04:10:00Z,2018-08-13T04:12:00.706250Z,1534133520,413,3549.5,647405.12381601,5904222.87237156,3.25,364.3021125,1076.419625,-598.801125,14.4222338140481,5,472.011770832539,-19,11.7776805003484,6.8078842997551,2
647417.452449584,5904204.78652806,79,2018-08-13T04:10:00Z,2018-08-13T04:12:32.204857Z,1534133550,413,3557,647417.452449584,5904204.78652806,3.14285714285714,392.975985714286,1130.95,-653.434457142857,13.6647997293124,5,472.536747618516,-19,11.9211630384127,11.9211630384127,1
647416.159410118,5904206.06551179,80,2018-08-13T04:10:00Z,2018-08-13T04:12:58.453625Z,1534133580,413,3564.5,647416.159410118,5904206.06551179,3.125,425.662625,1176.4545,-664.272625,16.0629779416049,5,472.974227082729,-19,11.9305938879649,11.9305938879649,1
647426.048967675,5904196.31817551,81,2018-08-13T04:10:00Z,2018-08-13T04:13:32.202Z,1534133610,413,3572,647426.048967675,5904196.31817551,3.14285714285714,314.953385714286,924.579285714286,-522.546928571429,13.2894032230065,5,473.536699998379,-19,11.8538907210032,11.8538907210032,1
647424.030216926,5904202.21335625,82,2018-08-13T04:10:00Z,2018-08-13T04:14:01.867333Z,1534133640,413,3580,647424.030216926,5904202.21335625,3.11111111111111,291.732333333333,782.062888888889,-427.363522222222,13.6641403221321,5,474.031122215589,-19,11.8906241138776,11.8906241138776,1
647412.94571315,5904231.26678069,83,2018-08-13T04:10:00Z,2018-08-13T04:14:30.199333Z,1534133670,413,3586,647412.94571315,5904231.26678069,3,226.157333333333,646.625666666667,-369.241333333333,11.4796733890085,5,474.503322215875,-19,11.6919295628866,6.75290012756983,2
647441.706022999,5904172.89548399,84,2018-08-13T04:20:00Z,2018-08-13T04:15:00.398200Z,1534133700,413,3590,647441.706022999,5904172.89548399,3.4,376.9014,1095.6952,-630.256,14.110477387301,5,475.006636667252,-10,7.63028204441071,1.02723654905955,4
647418.379391901,5904209.20871367,85,2018-08-13T04:20:00Z,2018-08-13T04:15:31.768143Z,1534133730,413,3596,647418.379391901,5904209.20871367,3.28571428571429,286.198742857143,778.774,-451.586285714286,11.7790560365157,5,475.529469048977,-10,11.9368632396062,11.9368632396062,1
647425.176415354,5904199.96019754,86,2018-08-13T04:20:00Z,2018-08-13T04:16:00.528778Z,1534133760,413,3604,647425.176415354,5904199.96019754,3,449.957444444445,1314.38233333333,-722.718,17.090917910968,5,476.008812967936,-10,11.8762584249179,11.8762584249179,1
647414.463272442,5904211.01563374,87,2018-08-13T04:20:00Z,2018-08-13T04:16:30.908429Z,1534133790,413,3612.14285714286,647414.463272442,5904211.01563374,3.14285714285714,455.422928571429,1304.83828571429,-747.978728571429,15.6327953279611,5,476.51514048179,-10,11.9553656299909,11.9553656299909,1
647412.613365936,5904220.48528332,88,2018-08-13T04:20:00Z,2018-08-13T04:17:02.192500Z,1534133820,413,3620.5,647412.613365936,5904220.48528332,3.125,388.452575,1269.7025,-666.749675,16.0342360875957,5,477.036541668574,-10,11.8719301700592,6.8016348640124,2
647401.122926772,5904224.44236486,89,2018-08-13T04:20:00Z,2018-08-13T04:17:28.691333Z,1534133850,413,3627.5,647401.122926772,5904224.44236486,3,461.4325,1545.24266666667,-750.657,20.8439188439041,5,477.478188884258,-10,11.718289077282,6.8081951379776,2
647421.342950895,5904186.97252397,90,2018-08-13T04:20:00Z,2018-08-13T04:17:58.690Z,1534133880,413,3633.5,647421.342950895,5904186.97252397,3.33333333333333,1686.28433333333,772.86005,-803.650566666667,21.5320228308691,5,477.97816666762,-10,11.7973312695821,11.7973312695821,1
647426.835479065,5904189.78523536,91,2018-08-13T04:20:00Z,2018-08-13T04:18:27.902857Z,1534133910,413,3640,647426.835479065,5904189.78523536,3,371.92,1022.17442857143,-591.553142857143,14.1089893971587,5,478.465047617753,-10,11.8090956250827,11.8090956250827,1
647414.903004994,5904200.79908001,92,2018-08-13T04:20:00Z,2018-08-13T04:19:01.853778Z,1534133940,413,3648,647414.903004994,5904200.79908001,3,481.904555555556,1392.304,-802.750555555556,16.1847630478166,5,479.030896298091,-10,11.9076023300489,11.9076023300489,1
647413.367310214,5904204.82724018,93,2018-08-13T04:20:00Z,2018-08-13T04:19:28.810750Z,1534133970,413,3656.5,647413.367310214,5904204.82724018,3,471.830675,1323.342375,-746.5846875,16.3432329737064,5,479.480179166794,-10,11.9325790683428,11.9325790683428,1
647416.896018296,5904199.35212573,94,2018-08-13T04:20:00Z,2018-08-13T04:20:01.434375Z,1534134000,413,3664.5,647416.896018296,5904199.35212573,3,414.3645625,1150.048125,-661.4198875,14.7118179973067,5,480.023906250795,-10,11.8944271882375,11.8944271882375,1
647606.671253221,5904210.84087065,95,2018-08-13T04:20:00Z,2018-08-13T04:20:34.683Z,1534134030,413,3671.5,647606.671253221,5904210.84087065,3.16666666666667,310.820033333333,1001.24383333333,-538.418083333333,14.3926294059971,5,480.578050001462,-10,0.228452801704407,0.228452801704407,1
647870.484898038,5904155.92063698,96,2018-08-13T04:20:00Z,2018-08-13T04:21:01.431500Z,1534134060,413,3676.5,647870.484898038,5904155.92063698,3,407.5015,1189.07675,-607.3195,19.3853123638496,5,481.023858332634,-10,0.154780852794647,0.154780852794647,1
648110.257961995,5904146.65336112,97,2018-08-13T04:20:00Z,2018-08-13T04:21:22.181Z,1534134090,413,3680,648110.257961995,5904146.65336112,3,307.158,995.688333333333,-461.825333333333,19.4489547787315,5,481.369683333238,-10,0.176337631543477,0.176337631543477,1
648371.608484871,5903987.59432927,98,2018-08-13T04:20:00Z,2018-08-13T04:22:00.464714Z,1534134120,413,3685,648371.608484871,5903987.59432927,3,43.5642285714286,26.3235571428571,-18.64534,5.52186596555782,5,482.007745234172,-10,2.53157009681066,2.53157009681066,1
648380.912020687,5903983.93030469,99,2018-08-13T04:20:00Z,2018-08-13T04:22:27.677875Z,1534134150,413,3692.5,648380.912020687,5903983.93030469,3,587.291375,75.8512875,-156.99465,14.2386159186639,5,482.461297917366,-10,2.56109532117844,2.56109532117844,1
648374.725631544,5903982.80975199,100,2018-08-13T04:20:00Z,2018-08-13T04:23:04.747571Z,1534134180,413,3700,648374.725631544,5903982.80975199,3.14285714285714,80.6354714285715,73.9528285714286,-46.5660957142857,7.52504155016952,5,483.079126183192,-10,2.55604527393977,2.55604527393977,1
648380.905030342,5903978.63023866,101,2018-08-13T04:20:00Z,2018-08-13T04:23:27.889429Z,1534134210,413,3707,648380.905030342,5903978.63023866,3.14285714285714,90.1096571428572,165.176214285714,-87.7389285714286,8.81741155344195,5,483.464823818207,-10,2.5643982052803,2.5643982052803,1
648379.702162768,5903980.15555701,102,2018-08-13T04:20:00Z,2018-08-13T04:24:00.673600Z,1534134240,413,3715.5,648379.702162768,5903980.15555701,3.1,73.28704,59.981,-38.7251,7.40144108037511,5,484.011226665974,-10,2.56247953971227,2.56247953971227,1
